,id,studentID,task_id,query,score,content,time_stamp,target,SessionID,state,QueryOrder,QueryLength,session_end,QueryDwellTime,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HoverCount,CLICK_count,ScrollDist,OVER_count,SEARCH_END_count,GOTO_PAGE_count,ActionCount,segment_start_time,session_start_time,segment_first_click_time,segment_last_click_time,session_first_click_time,session_last_click_time,TimeFirstClick,TimeLastClick,ClickCount,TotalContent,AvgContent,SERPtime,QueryRelDocCount,QueryKeyDocCount,TaskRelDocCount,TaskKeyDocCount,QueryNDCG@3,QueryNDCG@5,QueryNDCG@10,TaskNDCG@3,TaskNDCG@5,TaskNDCG@10,query_DCG3,query_DCG5,query_DCG10,task_DCG3,task_DCG5,task_DCG10,QueryPrecision@3,QueryPrecision@5,QueryPrecision@10,TaskPrecision@3,TaskPrecision@5,TaskPrecision@10,Clicks@3,Clicks@5,Clicks@10,AvgClickRank,last_query,NewTerm,QuerySim,AveQueryRelScore,AveTaskRelScore,click_precision_query,click_precision_task,ClickDepth,Query_Cost-Benefit-1,Task_Cost-Benefit-1,Query_Cost-Benefit-2,Task_Cost-Benefit-2,Query_Cost-Benefit-3,Task_Cost-Benefit-3
1062,1211,2016050025,3,在清华买死飞,3,TIMESTAMP=1513760820086 USER=2016050025 TASK=3 QUERY=在清华买死飞 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,351,2,5,6,1,41.386,1,2,73,1,0,16,1,108,1,0,0,203,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,101.529,460.404,1,24.326,24.326,17.06,1,1,1,1,0.802612059,0.771339881,0.914265499,0.802612059,0.890801053,0.939995465,5.130929754,5.561606312,6.917813499,5.130929754,6.422959428,7.112499948,1,0.8,0.6,1,0.8,0.6,0,0,0,0,自行车专卖 清华,0.333333333,0.166666667,3,3,1,1,0,1,1,0,0,0,0
1050,1199,2016050025,4, 国际航班对手提行李的重量限制体积限制,5,TIMESTAMP=1513758372796 USER=2016050025 TASK=4 QUERY= 国际航班对手提行李的重量限制体积限制 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,348,2,1,19,0,237.461,1,12,112,6,1,16,5,0,0,0,0,153,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,264.563,413.398,5,218.337,43.6674,19.124,4,4,4,4,1,0.92502567,0.985651228,1,0.841558042,0.970101714,14.91650828,19.0918026,27.20845557,14.91650828,17.36909637,25.48574934,1,1,1,1,1,1,3,4,0,2,,1,0,3,2.75,0.8,0.8,4,0.8,0.8,1,1,19.124,19.124
1051,1200,2016050025,4, 国际航班对手提行李的重量限制体积限制 美国,4,TIMESTAMP=1513758521631 USER=2016050025 TASK=4 QUERY= 国际航班对手提行李的重量限制体积限制 美国 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,348,3,2,22,1,123.135,1,6,98,3,0,14,3,250,1,0,0,376,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,264.563,413.398,3,92.467,30.82233333,30.668,2,1,2,1,0.562651065,0.683916303,0.848264882,0.597761092,0.709291253,0.868199972,8.392789261,14.11549482,22.28494789,8.916508275,14.63921383,22.8086669,1,1,1,1,1,1,1,3,0,3.666666667, 国际航班对手提行李的重量限制体积限制,0.055555556,0.944444444,2,2,0.666666667,0.666666667,5,0.666666667,0.666666667,0.4,0.4,12.2672,12.2672
1055,1204,2016050025,7, 戒烟的好处,5,TIMESTAMP=1513759744489 USER=2016050025 TASK=7 QUERY= 戒烟的好处 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,350,3,1,6,0,137.548,1,12,148,6,1,14,6,43,0,0,0,231,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,150.522,513.714,6,111.453,18.5755,26.095,6,5,5,5,0.746215505,0.816583202,0.929244732,0.746215505,0.816583202,0.918404779,11.13092975,16.85363531,25.99588306,11.13092975,16.85363531,23.30919481,1,1,0.9,1,1,0.9,3,5,0,2.5,,1,0,2.666666667,2.333333333,1,0.833333333,5,1,0.833333333,1.2,1,31.314,26.095
1056,1205,2016050025,7, 戒烟的副作用,4,TIMESTAMP=1513759968887 USER=2016050025 TASK=7 QUERY= 戒烟的副作用 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,350,3,2,7,0,166.567,1,12,159,6,1,40,6,209,0,0,0,434,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,150.522,513.714,6,133.039,22.17316667,33.528,5,3,5,3,0.640366253,0.845731438,0.875189995,0.511576142,0.587920021,0.814544693,7.630929754,10.76957596,11.74818131,7.630929754,10.76957596,15.48257027,0.666666667,0.8,0.7,0.666666667,0.8,0.7,2,4,1,3.5, 戒烟的好处,0.333333333,0.444444444,1.833333333,1.666666667,0.833333333,0.833333333,8,0.833333333,0.833333333,0.625,0.625,20.955,20.955
1057,1206,2016050025,7,有效的戒烟方式,5,TIMESTAMP=1513760107681 USER=2016050025 TASK=7 QUERY=有效的戒烟方式 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,350,3,3,7,1,108.984,1,14,152,7,0,24,6,82,1,0,0,287,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,150.522,513.714,6,90.065,15.01083333,18.919,6,6,6,6,0.865920364,0.819629456,0.954473922,0.865920364,0.819629456,0.954473922,12.91650828,16.9165076,26.34782018,12.91650828,16.9165076,26.34782018,1,1,1,1,1,1,3,5,0,2.5, 戒烟的副作用,0.363636364,0.272727273,2.833333333,2.833333333,1,1,5,1,1,1.2,1.2,22.7028,22.7028
1027,1176,2016050025,8, 谷歌眼镜,4,TIMESTAMP=1513755334564 USER=2016050025 TASK=8 QUERY= 谷歌眼镜 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,343,1,1,5,0,176.857,1,10,147,5,1,16,4,0,0,0,0,184,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,215.338,549.108,4,141.617,35.40425,35.24,4,3,4,4,0.612135869,0.719680286,0.879512405,0.612135869,0.719680286,0.879134312,9.130929754,14.85363531,21.50243275,9.130929754,14.85363531,20.24057324,1,1,0.8,1,1,0.8,3,3,0,1.5,,1,0,2.5,2.75,1,1,3,1,1,1.333333333,1.333333333,46.98666667,46.98666667
1028,1177,2016050025,8, 谷歌眼镜有哪些功能,5,TIMESTAMP=1513755448849 USER=2016050025 TASK=8 QUERY= 谷歌眼镜有哪些功能 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,343,2,2,10,0,100.73,1,8,104,4,1,28,4,0,0,0,0,150,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,215.338,549.108,4,81.238,20.3095,19.492,4,4,4,4,1,1,1,1,1,1,14.91650828,20.63921383,30.64865606,14.91650828,20.63921383,30.64865606,1,1,1,1,1,1,3,3,0,1.5, 谷歌眼镜,0.5,0.5,3,3,1,1,3,1,1,1.333333333,1.333333333,25.98933333,25.98933333
1031,1180,2016050025,8, 谷歌眼镜怎样使用,4,TIMESTAMP=1513755597848 USER=2016050025 TASK=8 QUERY= 谷歌眼镜怎样使用 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,343,3,3,9,0,130.534,1,6,119,3,1,24,3,164,0,0,0,321,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,215.338,549.108,3,88.898,29.63266667,41.636,3,3,3,2,0.865920364,0.771892007,0.952783775,0.798880546,0.723440549,0.936629667,12.91650828,15.93124418,22.22304345,11.91650828,14.93124418,22.55637678,1,0.8,0.9,1,0.8,0.9,2,2,0,1, 谷歌眼镜有哪些功能,0.285714286,0.357142857,2.666666667,2.333333333,1,1,2,1,1,1.5,1.5,62.454,62.454
1034,1183,2016050025,8, 谷歌眼镜购买,5,TIMESTAMP=1513755668334 USER=2016050025 TASK=8 QUERY= 谷歌眼镜购买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,343,3,4,7,1,57.038,1,8,69,4,0,10,3,0,1,0,0,96,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,215.338,549.108,3,44.194,14.73133333,12.844,3,3,3,3,1,1,0.992568961,1,0.916532372,0.984458968,14.91650828,20.63921383,25.88867232,14.91650828,18.9165076,22.96184611,1,1,0.9,1,1,0.9,2,2,0,1, 谷歌眼镜怎样使用,0.181818182,0.454545455,3,3,1,1,2,1,1,1.5,1.5,19.266,19.266
1038,1187,2016050025,10,iphone6国货售价,5,TIMESTAMP=1513756003652 USER=2016050025 TASK=10 QUERY= iphone6国货售价 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,346,3,1,12,0,95.642,1,8,121,4,1,40,3,4,0,0,0,182,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,121.812,577.167,3,63.629,21.20966667,32.013,3,3,3,3,0.597761092,0.799166739,0.799166739,0.687147516,0.848074299,0.848074299,8.916508275,14.63921383,14.63921383,4.392789261,6.845377357,6.845377357,1,1,0.833333333,1,1,0.833333333,2,3,0,2.333333333,,1,0,2.666666667,2.333333333,1,1,4,1,1,0.75,0.75,24.00975,24.00975
1040,1189,2016050025,10,iphone6,5,TIMESTAMP=1513756116892 USER=2016050025 TASK=10 QUERY= iphone6 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,346,1,2,8,0,100.596,1,4,92,2,1,14,2,110,0,0,0,226,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,121.812,577.167,2,81.351,40.6755,19.245,2,1,2,0,0.731840728,0.806194168,0.901459469,0.646185817,0.68630242,0.880437249,10.91650828,16.63921383,26.54305586,4.130929754,4.948459119,7.752618744,1,1,1,1,1,1,1,1,0,1,iphone6国货售价,0,0.666666667,2,1,1,1,2,1,1,1,1,19.245,19.245
1042,1191,2016050025,10,iphone6港货多少钱,4,TIMESTAMP=1513756274453 USER=2016050025 TASK=10 QUERY= iphone6港货多少钱 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,346,3,3,13,0,117.484,1,10,100,5,1,24,4,0,0,0,0,145,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,121.812,577.167,4,82.557,20.63925,34.927,3,2,3,1,0.301679181,0.420330658,0.71277219,0.240551399,0.338912047,0.611905404,4.5,8.675294328,15.71033211,2.5,4.09123498,7.808654751,0.666666667,0.8,0.875,0.666666667,0.8,0.875,3,3,0,1.5,iphone6,0.384615385,0.615384615,1.75,1,0.75,0.75,3,0.75,0.75,1,1,34.927,34.927
1043,1192,2016050025,10,iphone6港版要交关税吗,5,TIMESTAMP=1513756334157 USER=2016050025 TASK=10 QUERY= iphone6港版要交关税吗 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,346,3,4,15,0,47.066,1,5,110,3,1,16,2,0,0,0,0,138,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,121.812,577.167,2,27.341,13.6705,19.725,2,2,2,2,0.562651065,0.723588799,0.834860982,0.562651065,0.723588799,0.834860982,8.392789261,12.56808359,18.01318376,8.392789261,12.56808359,18.01318376,1,1,1,1,1,1,1,1,0,0.5,iphone6港货多少钱,0.315789474,0.473684211,2,2,1,1,1,1,1,2,2,39.45,39.45
1044,1193,2016050025,10,iphone6港版是否支持国内运营商网络,5,TIMESTAMP=1513756459007 USER=2016050025 TASK=10 QUERY= iphone6港版是否支持国内运营商网络 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,346,3,5,21,1,110.606,1,14,99,7,0,24,7,0,1,0,0,153,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,121.812,577.167,5,86.346,17.2692,24.26,4,3,4,3,0.458057871,0.620411926,0.699397444,0.458057871,0.645223854,0.719761145,5.916508275,9.055154484,10.45710938,5.916508275,9.9165076,11.31846249,0.666666667,0.8,0.857142857,0.666666667,0.8,0.857142857,3,4,0,2,iphone6港版要交关税吗,0.423076923,0.384615385,1.8,1.8,0.8,0.8,4,0.8,0.8,1,1,24.26,24.26
1019,1168,2016050025,11, 清华大学游泳馆,1,TIMESTAMP=1513754533490 USER=2016050025 TASK=11 QUERY= 清华大学游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,340,1,1,8,0,23.374,1,1,25,1,1,0,0,0,0,0,0,29,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,407.119,407.119,0,6.24,0,17.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,29,0,0,0,0,0,0
1021,1170,2016050025,11, 清华游泳馆,4,TIMESTAMP=1513754912885 USER=2016050025 TASK=11 QUERY= 清华游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,340,1,2,6,0,285.317,1,14,242,8,1,32,6,141,0,0,0,445,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,407.119,407.119,6,213.858,35.643,71.459,6,5,6,6,0.696730701,0.708756305,0.890120468,0.696730701,0.686198113,0.882759681,10.39278926,13.53143547,19.94568486,10.39278926,13.10075891,19.5150083,1,1,0.9,1,0.8,0.8,1,3,2,4.166666667, 清华大学游泳馆,0,0.75,2.666666667,2.5,1,1,8,1,1,0.75,0.75,53.59425,53.59425
1022,1171,2016050025,11, 清华大学游泳馆学生票,4,TIMESTAMP=1513754925572 USER=2016050025 TASK=11 QUERY= 清华大学游泳馆学生票 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,340,3,3,11,1,5.011,1,0,10,0,0,0,0,0,1,0,0,12,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,407.119,407.119,0,0,0,5.011,0,0,0,0,0.396641638,0.570928239,0.741998911,1,1,0.990831237,5.916508275,9.9165076,14.38553811,14.91650828,20.63921383,28.31532273,1,1,0.9,1,1,0.9,0,0,0,, 清华游泳馆,0.4,0.6,0,0,0,0,29,0,0,0,0,0,0
1045,1194,2016050025,12, 辽宁舰,2,TIMESTAMP=1513756750899 USER=2016050025 TASK=12 QUERY= 辽宁舰 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,347,1,1,4,0,80.216,1,4,71,2,1,10,2,185,0,0,0,276,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,98.866,975.872,2,59.054,29.527,21.162,1,1,1,1,0.227451975,0.441659013,0.715115635,0.333333333,0.635688669,0.762252628,3.392789261,9.115494818,16.40956427,2.130929754,4.583517849,6.491613234,1,1,1,1,1,0.9,1,1,0,0.5,,1,0,3,2,0.5,0.5,1,0.5,0.5,1,1,21.162,21.162
1046,1195,2016050025,12, 辽宁舰基本资料,5,TIMESTAMP=1513756927797 USER=2016050025 TASK=12 QUERY= 辽宁舰基本资料 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,347,2,2,8,0,162.899,1,9,115,5,1,22,4,0,0,0,0,157,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,98.866,975.872,4,137.343,34.33575,25.556,4,3,4,3,0.845159392,0.850155668,0.850155668,0.807558881,0.815216306,0.815216306,10.91650828,11.34718483,11.34718483,8.392789261,8.823465819,8.823465819,1,1,1,1,1,1,3,3,0,1.5, 辽宁舰,0.5,0.5,2.25,2,1,1,3,1,1,1.333333333,1.333333333,34.07466667,34.07466667
1047,1196,2016050025,12, 辽宁舰航速和武器装备,5,TIMESTAMP=1513757111596 USER=2016050025 TASK=12 QUERY= 辽宁舰航速和武器装备 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,347,3,3,11,0,161.051,1,7,88,4,1,8,3,0,0,0,0,112,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,98.866,975.872,3,139.213,46.40433333,21.838,3,3,3,3,0.731840728,0.858795834,0.866979808,0.845159392,0.869868732,0.878328609,10.91650828,14.9165076,15.98512916,10.91650828,13.36909637,14.43771793,1,1,0.857142857,1,1,0.857142857,2,2,0,1, 辽宁舰基本资料,0.466666667,0.266666667,2.666666667,2.666666667,1,1,2,1,1,1.5,1.5,32.757,32.757
1048,1197,2016050025,12, 航母的战略意义,4,TIMESTAMP=1513757289504 USER=2016050025 TASK=12 QUERY= 航母的战略意义 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,347,3,4,8,0,156.585,1,8,127,4,1,22,4,0,0,0,0,167,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,98.866,975.872,4,120.914,30.2285,35.671,2,2,2,2,1,0.916532372,0.979063022,1,0.916532372,0.978624533,14.91650828,18.9165076,27.5926165,14.91650828,18.9165076,27.01448684,1,1,1,1,1,1,3,3,0,1.5, 辽宁舰航速和武器装备,0.352941176,0.117647059,3,3,0.5,0.5,3,0.5,0.5,0.666666667,0.666666667,23.78066667,23.78066667
1049,1198,2016050025,12,辽宁号相比于其他航母的优缺点,3,TIMESTAMP=1513757627905 USER=2016050025 TASK=12 QUERY=辽宁号相比于其他航母的优缺点 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,347,4,5,14,1,300.451,1,14,217,7,0,42,6,314,1,0,0,602,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,98.866,975.872,6,252.327,42.0545,48.124,5,3,5,3,0.798880546,0.752892748,0.92440775,0.205039254,0.293612366,0.589389487,11.91650828,13.0770667,16.98516208,2.130929754,3.291488175,7.199583559,1,0.8,0.8,1,0.8,0.8,0,2,3,5.333333333, 航母的战略意义,0.578947368,0.157894737,1.666666667,1.666666667,0.833333333,0.833333333,9,0.833333333,0.833333333,0.555555556,0.555555556,26.73555556,26.73555556
508,626,2016050040,1, 适合十位新员工破冰游戏,5,TIMESTAMP=1513253125590 USER=2016050040 TASK=1 QUERY= 适合十位新员工破冰游戏 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,183,2,1,12,1,235.73,1,9,125,9,0,38,7,58,1,0,0,248,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,250.341,250.341,6,195.714,32.619,40.016,5,5,5,5,0.830810337,0.802747804,0.948358182,0.830810337,0.802747804,0.948358182,12.39278926,16.56808359,24.11154633,12.39278926,16.56808359,24.11154633,1,1,1,1,1,1,2,4,1,3.166666667,,1,0,2.6,2.6,0.833333333,0.833333333,6,0.833333333,0.833333333,0.833333333,0.833333333,33.34666667,33.34666667
515,633,2016050040,2,北京周边适合7日游攻略,1,TIMESTAMP=1513253615130 USER=2016050040 TASK=2 QUERY=  北京周边适合7日游攻略 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,187,2,1,13,0,72.565,1,2,88,2,1,34,2,197,0,0,0,327,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,81.058,541.612,2,46.708,23.354,25.857,2,0,2,0,0.569289738,0.669717205,0.761099679,0.530721274,0.691234951,0.822238483,5.916508275,7.507743255,9.526193022,3.392789261,4.98402424,7.002474008,1,1,1,1,1,1,1,1,0,1,,1,0,1,1,1,1,2,1,1,1,1,25.857,25.857
517,635,2016050040,2,北京周边7日游攻略,1,TIMESTAMP=1513253887757 USER=2016050040 TASK=2 QUERY=  北京周边7日游攻略 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,187,2,2,11,0,244.772,1,7,185,7,1,74,6,266,0,0,0,547,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,81.058,541.612,6,187.499,31.24983333,57.273,5,5,5,5,0.597761092,0.580172191,0.798740126,0.494931689,0.491463356,0.739397525,8.916508275,10.0770667,14.99319185,6.392789261,7.553347682,12.15400796,1,0.8,0.7,1,0.8,0.6,2,4,1,3.5,北京周边适合7日游攻略,0,0.833333333,2.166666667,2,0.833333333,0.833333333,9,0.833333333,0.833333333,0.555555556,0.555555556,31.81833333,31.81833333
518,636,2016050040,2,  北京周边在自由行攻略,1,TIMESTAMP=1513253942723 USER=2016050040 TASK=2 QUERY=  北京周边在自由行攻略 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,187,2,3,12,0,29.458,1,1,66,1,1,14,1,0,0,0,0,85,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,81.058,541.612,2,11.343,5.6715,18.115,2,2,2,2,1,1,0.990470407,0.731840728,0.868888184,0.890350321,14.91650828,20.63921383,27.91410713,10.91650828,15.0918026,19.21043659,1,1,1,1,1,1,1,1,0,2,北京周边7日游攻略,0.285714286,0.5,3,3,1,1,2,1,1,1,1,18.115,18.115
519,637,2016050040,2,  北京周边在自由行攻略,1,TIMESTAMP=1513253943589 USER=2016050040 TASK=2 QUERY=  北京周边在自由行攻略 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,187,2,4,12,0,29.458,1,1,66,1,1,14,1,0,0,0,0,85,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,81.058,541.612,2,11.343,5.6715,18.115,2,2,2,2,1,1,0.990470407,0.731840728,0.868888184,0.890350321,14.91650828,20.63921383,27.91410713,10.91650828,15.0918026,19.21043659,1,1,1,1,1,1,1,1,0,2,  北京周边在自由行攻略,0,1,3,3,1,1,2,1,1,1,1,18.115,18.115
520,638,2016050040,2,北京周边在自由行7天攻略,1,TIMESTAMP=1513253983997 USER=2016050040 TASK=2 QUERY=  北京周边在自由行7天攻略 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,187,2,5,14,0,29.729,1,1,64,1,1,10,1,99,0,0,0,178,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,81.058,541.612,1,6.829,6.829,22.9,0,0,0,0,0.817874758,0.852648217,0.92195548,0.432992519,0.481019927,0.699346889,8.5,10.9525881,13.13540605,4.5,6.178882481,9.232487081,0.666666667,0.8,0.7,0.666666667,0.8,0.6,1,1,0,1,  北京周边在自由行攻略,0.153846154,0.846153846,0,0,0,0,1,0,0,0,0,0,0
522,640,2016050040,2,北京周边7天攻略,1,TIMESTAMP=1513254075684 USER=2016050040 TASK=2 QUERY=  北京周边7天攻略 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,187,2,6,10,1,78.621,1,2,76,2,0,22,2,13,1,0,0,119,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,81.058,541.612,2,61.054,30.527,17.567,2,2,2,2,0.489759575,0.774378795,0.7870876,0.489759575,0.774378795,0.7870876,3.130929754,5.583517849,6.217881178,3.130929754,5.583517849,6.217881178,1,1,0.777777778,1,1,0.777777778,1,2,0,3.5,北京周边在自由行7天攻略,0,0.692307692,2,2,1,1,4,1,1,0.5,0.5,8.7835,8.7835
545,663,2016050040,3, 清华大学购买死飞,2,TIMESTAMP=1513255129043 USER=2016050040 TASK=3 QUERY= 清华大学购买死飞 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,194,2,1,9,0,32.997,1,1,32,1,1,22,1,117,0,0,0,176,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45.457,279.418,1,12.119,12.119,20.878,1,0,1,0,0.878961873,0.972609751,0.972609751,1,1,1,3.630929754,4.017782561,4.017782561,3.630929754,3.630929754,3.630929754,0.666666667,0.6,0.3,0.666666667,0.4,0.2,0,0,0,0,,1,0,1,1,1,1,0,1,1,0,0,0,0
547,665,2016050040,3, 清华大学附近自行车店,1,TIMESTAMP=1513255143334 USER=2016050040 TASK=3 QUERY= 清华大学附近自行车店 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,194,2,2,11,0,8.23,1,0,32,0,1,12,0,0,0,0,0,46,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,45.457,279.418,0,0,0,8.23,0,0,0,0,0.612135869,0.73933637,0.854068752,0.394809365,0.564112607,0.699846186,9.130929754,12.26957596,14.4778301,1.630929754,2.791488175,3.463160239,1,1,0.6,0.666666667,0.6,0.5,0,0,0,, 清华大学购买死飞,0.4,0.333333333,0,0,0,0,29,0,0,0,0,0,0
549,667,2016050040,3, 清华大学附近自行车店死飞,3,TIMESTAMP=1513255216325 USER=2016050040 TASK=3 QUERY= 清华大学附近自行车店死飞 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,194,3,3,13,0,52.636,1,2,70,2,1,20,2,56,0,0,0,154,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45.457,279.418,2,29.063,14.5315,23.573,1,1,1,1,0.326456082,0.35325707,0.58363155,0.16497723,0.385524418,0.572339116,3.392789261,3.823465819,6.316916129,2.130929754,5.14566566,7.63911597,0.666666667,0.6,0.666666667,0.666666667,0.6,0.666666667,1,2,0,3, 清华大学附近自行车店,0.153846154,0.846153846,1,1,0.5,0.5,4,0.5,0.5,0.25,0.25,5.89325,5.89325
550,668,2016050040,3, 清华大学附近死飞,1,TIMESTAMP=1513255248623 USER=2016050040 TASK=3 QUERY= 清华大学附近死飞 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,194,2,4,9,0,20.869,1,0,47,0,1,22,0,87,0,0,0,158,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,45.457,279.418,0,0,0,20.869,0,0,0,0,1,0.868794922,0.961921302,0.234639363,0.195190025,0.561313044,2.130929754,2.561606312,3.499469348,0.5,0.5,1.437863036,1,0.8,0.7,0.333333333,0.2,0.4,0,0,0,, 清华大学附近自行车店死飞,0,0.692307692,0,0,0,0,29,0,0,0,0,0,0
552,670,2016050040,3,死飞报价,5,TIMESTAMP=1513255317613 USER=2016050040 TASK=3 QUERY=死飞报价 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,194,2,5,4,0,52.156,1,2,82,2,1,26,2,60,0,0,0,176,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45.457,279.418,2,20.372,10.186,31.784,2,2,2,2,1,1,0.998438409,0.597761092,0.550849294,0.811965956,14.91650828,20.63921383,30.60079538,8.916508275,11.36909637,20.17441862,1,1,1,1,1,1,1,1,0,0.5, 清华大学附近死飞,0.181818182,0.181818182,2.5,2.5,1,1,1,1,1,2,2,63.568,63.568
